From,Amount,
0x6f75869687be7376C4fd99077Bc7C3c7d73e6a67,73600,
0x0947357a77fB64d642fEE8b6c9F0899BA112512C,73600,
0x6A2b284C22c9a3bF47b61B87E8311597AE26450d,73600,
0x06Ce28C48bf98D4accc2a4E4D112311383fe284A,463000,
0x2373C4f64B04E5eFE5913cf63fEd0aDD71ce4F29,92600,
0xF735B291e26e19dB19d9C38F7ca1126E31b1b621,92600,
0x3C43bFD2868982c79768c6b4e793A7F50bbf58fB,73600,
0xd663712098d4343Ab98762D0bAEC34dfE5FeedB7,976000,
0x82D381bA34006E975c9EEA237e9De5B0C72c3B66,73600,
0x48910A64005CFF019885Bd7B277e0A69a94Ae11F,73600,
0xCFAEeee7FABEbD6cc2083376A600512CbF1306b3,73600,
0x49807f9E5fEAc02068668af46E5DF552F93f2da4,147200,
0x0792D9Ab5A6b61D990A257B11E0D0863a4640f52,387000,
0xfc931C0504B34a4e9E780997A9d9A7d93A87aC8E,681800,
0x298C7de0ABf45AA9290D77c1F77b4D2BD2472f0A,73600,
0xFc8F7dF02409AeC06aBCA61542B6657B0da1e585,681800,
0xE73338b403e5d3b2175B1752213Aa723cc7fDb05,92600,
0x57d4e45022A2529D964e406Fc68622163A429Cf2,166200,
0xa82BD2Cbc90feE3cd47De1eFC8FD61CE053C5A2e,681800,
0xc579780e68969bC2BA3842e47895c44C5eDB34A0,220800,
0x182A5e0066f1b07E7d23C313E7a32c3030e2B18a,202000,
0xdD84b996870558c765Aa179c139fA495d586Be88,73600,
0x48c82530f795Efe061b9feB9821Bb9Ac28Ef5e62,368000,
0xb2871d3852B1C605904E0183b3494834E03d9822,73600,
0x738024E835B9A94634D4B1c593bb34529B4c688B,220800,
0xCf01EC5833dd73cec10288f03647E346878849A2,73600,
0x55C096aA4f65C67E3402c6909a0B30667cAaBdCF,808000,
0x336a577798aCFBD50F14cc7c7047Ea7a22c30EB5,463000,
0xCa5b790b4862735165560Ad92e11afccE7BDCeDC,202000,
0xb736FD7c225504c977c097BFeCA1626F6D5a48ee,92600,
0x2A3030d0e3A2Ac3dfD76395A8681876c77cC9690,665000,
0xf9992D2F38B9c2cFFB14E3009DAeaBb1747D64da,92600,
0x9796BD3C2deE9b5A05741d00C4cDc7CA92590e7A,92600,
0xF666e06bcF3687E8D7d9534e027ef5Da223cFd6b,73600,
0x8d7C86b3fA24A6143f40A81d72F875479b86ad60,572400,
0xfa41A3EC04Db2a718B59115C0633F435C74D0F53,73600,
0xA8493ccA2Eec2ac07dd602Fe404892f0F5fe0A3e,975800,
0xbAF93b532FA86536FC159E6D08d250D688587FF0,92600,
0xd7D4D3e95Bd96844fd8d390463881983067E8105,791200,
0x3BE1985Dc3Dbc0dD34aC91Bc474B00Cbb0D893CC,92600,
0x25E2404102b7B89D75B621B279aadb66d47DddAA,791200,
0x096Bbd893299821afE3d010BA03fEdEB4c0e06B5,202000,
0xef42B8FE805CdBC86C31AEf8BC7D11D612A1a7fd,73600,
0xD1a4506928601DC0F3110F534b6A3602Eb60c22E,73600,
0x82C43D8fd79E4654c097eA2189092ea57EC23793,73600,
0x3AEeFE6d00551c073d433b3199A569C5fbEcB289,220800,
0xf91C9B4931e0CBD02D858518aFf0df765bc70169,73600,
0x2e80C90ece41D7850c9953B83f40e61c72878377,313400,
0x4bac8837dDCFd5725dD797f13bed5BCACEdc5e32,73600,
0x7D09a4de2E413cE192FE70C3aE2f33dD282da0ee,73600,
0x36Ed08958C1153b37a887371730A3fcA256C4313,1438800,
0x211F72C31415DB8f127F8A8EfE7e000530C991E1,220800,
0xD6783a91494a26cF81B6DCBA7f9FAf4b2A8FDd4e,572400,
0x7a6F123B58602d6617C8dCE70d6fEC678906bFBB,73600,
0xf7E02d6275633C8a05a7FEfBb96a0e8Ab9a14540,73600,
0x999E9D075568861815726892F3722eEa3Df17942,73600,
0x88Af791535c32656362d40Da297d8B2AbC640eAE,791200,
0x57E3B799b316c66F6804806866769a56a99777d1,73600,
0x17afAf405a45aFcf39F408F2184aa1208a3AB18D,387000,
0xF195c60060Ff859a5e8f44ff23773247b055e9C1,73600,
0x461aD67B95C406BCD50Fe4129595bbaC5Ed40e4C,681800,
0xa15c58e9C5bE5951162Cec250730771C5086ce6b,73600,
0xe315B83B4c79D0f27E041986fb64aaF2B3a13893,73600,
0xA2eB7B8E20c0e2dB51ea1F281520C404F84E6148,73600,
0xdD154ff0e716894b595DC0Ee7d7FadeE67F7FeaB,791200,
0xEaE2aB27FB06f179df6D2FBD1A53A4800D86216c,681400,
0x868282D449AA318611E3C160258C212321135eb5,92600,
0xeb43F73AEFDbD887c3962c1863a9cE44F5EcAe80,73600,
0xb804D0a16870E2fF870935e336733bC7fbE65BEB,202000,
0xB0FeAbC5a317F17F5FA82706F3a3B4b052D9C1A0,73600,
0x887DeBBEb972772D74A08adE941d8a86853A56ac,92600,
0xfDF860C73d1A81c3FB0da8E78f25A34e1A1290ad,479800,
0x11AA6b2D8C53E06efa9b16EF0ccda6C3D4c9C8ef,73600,
0x06E45B2696B9974c43CB0A96112Df3F4e6fced35,681800,
0xb42bD946cdFeDAe6A7E176bcCA0AA631655527c1,555600,
0xDe5b47Aee1e0b0111A528Fd1C49eF07916c6b2a9,147200,
0x87d63B96ca7695775fddE18ADE27480143F9dfA0,479600,
0x7dD3C1F324CbaDBb64C220038d421668704eD341,681800,
0x6678079c1E7D29c8e34B91477610F9F7E21cc771,883800,
0xf6d646897Eb774AbA28148d8CC2FA23B31641107,202000,
0x75c522Ee8fC7a8482911717e292692A8FFC95229,294400,
